tid,amount,date,price,type
1558597,0.35965947,2017-12-05 21:13:13,41590.0004,ask
1558598,0.00721328,2017-12-05 21:13:13,41590.0,ask
1558599,0.01458986,2017-12-05 21:13:13,41571.0,ask
1558600,0.47976703,2017-12-05 21:13:56,41686.8995,bid
1558601,0.0069608000000000005,2017-12-05 21:15:43,41686.799,bid
1558602,0.0730392,2017-12-05 21:15:44,41686.7996,bid
1558603,0.04,2017-12-05 21:16:32,41571.0004,ask
1558604,0.47981194,2017-12-05 21:16:58,41682.9978,bid
1558605,0.01492209,2017-12-05 21:18:13,41580.0,ask
1558606,0.001,2017-12-05 21:18:26,41580.0004,ask
1558607,0.00715774,2017-12-05 21:18:35,41630.0,bid
1558608,0.00110225,2017-12-05 21:18:58,41630.0,ask
1558609,0.02291888,2017-12-05 21:20:39,41630.0,ask
1558610,0.01486707,2017-12-05 21:20:39,41630.0,ask
1558611,0.08372987,2017-12-05 21:20:39,41580.0,ask
1558612,0.00372181,2017-12-05 21:20:39,41571.0,ask
1558613,0.04466237,2017-12-05 21:20:39,41570.0001,ask
1558614,0.01201057,2017-12-05 21:21:58,41630.0,bid
1558615,0.05,2017-12-05 21:23:06,41630.0,bid
1558616,0.001,2017-12-05 21:25:29,41570.0005,ask
1558617,0.12819316,2017-12-05 21:28:02,41570.0005,ask
1558618,0.0075,2017-12-05 21:28:56,41570.0005,ask
1558619,0.0411336,2017-12-05 21:32:12,41600.0,ask
1558620,0.004039,2017-12-05 21:33:08,41629.0,bid
1558621,0.05170139,2017-12-05 21:33:14,41629.0,bid
1558622,0.04432489,2017-12-05 21:33:14,41685.9,bid
1558623,0.00226317,2017-12-05 21:33:49,41680.0,bid
1558624,0.05,2017-12-05 21:33:50,41680.0,bid
1558625,0.0012932,2017-12-05 21:34:00,41621.0004,ask
1558626,0.04611962,2017-12-05 21:35:00,41680.0,bid
1558627,0.09566111,2017-12-05 21:35:00,41685.9,bid
1558628,0.56321927,2017-12-05 21:35:00,41685.9996,bid
1558629,0.01,2017-12-05 21:35:04,41632.8,ask
1558630,0.0035643000000000003,2017-12-05 21:35:04,41629.0,ask
1558631,0.32798445,2017-12-05 21:35:04,41621.0004,ask
1558632,0.59980806,2017-12-05 21:36:37,41680.0,bid
1558633,0.36039954,2017-12-05 21:37:08,41622.0004,ask
1558634,0.09766822,2017-12-05 21:37:19,41650.0,bid
1558635,0.08087689,2017-12-05 21:37:52,41622.0004,ask
1558636,0.54386218,2017-12-05 21:38:46,41649.9999,ask
1558637,1.7e-07,2017-12-05 21:39:20,41621.0,ask
1558638,0.01180168,2017-12-05 21:40:08,41649.9996,bid
1558639,1.44006686,2017-12-05 21:40:10,41649.9996,bid
1558640,0.24718574,2017-12-05 21:40:10,41650.0,bid
1558641,0.07707196,2017-12-05 21:40:10,41680.0,bid
1558642,0.47256989,2017-12-05 21:40:10,41686.9978,bid
1558643,0.83952986,2017-12-05 21:40:10,41690.0,bid
1558644,0.0,2017-12-05 21:40:10,41690.0,ask
1558645,0.01180168,2017-12-05 21:40:51,41690.0,ask
1558646,0.03276893,2017-12-05 21:41:22,41690.0,bid
1558647,0.00479731,2017-12-05 21:43:28,41690.0,ask
1558648,0.161,2017-12-05 21:46:03,41700.0,bid
1558649,0.33064013,2017-12-05 21:46:03,41748.0,bid
1558650,0.0017315999999999998,2017-12-05 21:49:26,41690.0,ask
1558651,0.01199041,2017-12-05 21:50:13,41700.0,bid
1558652,0.05039435,2017-12-05 21:50:31,41700.0,bid
1558653,0.0474589,2017-12-05 21:52:07,41700.0,bid
1558654,0.19196643,2017-12-05 21:52:26,41700.0,bid
1558655,0.01,2017-12-05 21:56:06,41692.0,ask
1558656,0.19,2017-12-05 21:56:06,41690.0,ask
1558657,0.01054385,2017-12-05 21:57:13,41690.0,ask
1558658,0.00239865,2017-12-05 21:57:13,41690.0,ask
1558659,0.48051511,2017-12-05 21:57:13,41622.0,ask
1558660,0.25236770000000003,2017-12-05 21:57:14,41622.0,bid
1558661,0.28412069,2017-12-05 21:57:42,41621.0,ask
1558662,0.02723061,2017-12-05 21:58:24,41621.0,ask
1558663,0.25315322,2017-12-05 21:58:36,41621.0,ask
1558664,0.00221631,2017-12-05 21:59:05,41621.0,ask
1558665,0.0839,2017-12-05 21:59:58,41699.0,bid
1558666,0.16066381,2017-12-05 22:00:52,41699.0,bid
1558667,0.03393732,2017-12-05 22:01:48,41621.0,ask
1558668,0.71838963,2017-12-05 22:01:52,41621.0,bid
1558669,0.01341142,2017-12-05 22:01:52,41699.0,bid
1558670,0.11990694,2017-12-05 22:02:22,41699.0,bid
1558671,0.55838805,2017-12-05 22:04:15,41699.0,bid
1558672,0.04009464,2017-12-05 22:04:15,41699.9999,bid
1558673,0.40451731,2017-12-05 22:04:15,41740.0,bid
1558674,0.47927151,2017-12-05 22:04:49,41730.0,bid
1558675,0.31241264,2017-12-05 22:04:49,41740.0,bid
1558676,0.00479948,2017-12-05 22:04:49,41749.0,bid
1558677,0.20651637,2017-12-05 22:04:49,41780.0,bid
1558678,0.25156013,2017-12-05 22:05:15,41783.9,bid
1558679,0.15,2017-12-05 22:05:15,41784.0,bid
1558680,0.04819044,2017-12-05 22:05:15,41784.9996,bid
1558681,0.0986125,2017-12-05 22:05:15,41789.9,bid
1558682,0.12901225,2017-12-05 22:05:15,41789.9996,bid
1558683,0.0025,2017-12-05 22:05:15,41797.0,bid
1558684,0.02392344,2017-12-05 22:05:15,41800.0,bid
1558685,0.29920124,2017-12-05 22:05:15,41800.0,bid
1558686,0.03181963,2017-12-05 22:05:52,41790.0,bid
1558687,0.20079876,2017-12-05 22:05:52,41800.0,bid
1558688,0.18386281,2017-12-05 22:05:52,41847.977,bid
1558689,0.06402556,2017-12-05 22:05:52,41850.0,bid
1558690,0.01,2017-12-05 22:05:52,41857.2389,bid
1558691,0.19833783,2017-12-05 22:05:52,41867.0,bid
1558692,0.02433579,2017-12-05 22:05:52,41869.9988,bid
1558693,0.28981962,2017-12-05 22:05:52,41870.0,bid
1558694,0.64018038,2017-12-05 22:06:27,41870.0,bid
1558695,0.03134026,2017-12-05 22:06:27,41895.0,bid
1558696,0.06176067,2017-12-05 22:06:27,41899.0,bid
1558697,0.02386646,2017-12-05 22:06:27,41899.8,bid
1558698,0.12794321,2017-12-05 22:06:27,41900.0,bid
1558699,0.10321475,2017-12-05 22:06:39,41900.0,bid
1558700,0.019928,2017-12-05 22:06:39,41900.0,bid
1558701,0.71558694,2017-12-05 22:06:45,41923.6269,ask
1558702,0.006659999999999999,2017-12-05 22:06:52,41923.6269,ask
1558703,0.11998008,2017-12-05 22:07:01,41923.6269,ask
1558704,0.71551231,2017-12-05 22:07:49,41928.0,bid
1558705,0.07722858,2017-12-05 22:07:49,41961.1521,bid
1558706,0.0475,2017-12-05 22:07:49,41990.0094,bid
1558707,0.11347370000000001,2017-12-05 22:07:49,41990.9998,bid
1558708,0.22727513,2017-12-05 22:08:18,41923.6269,ask
1558709,0.01125409,2017-12-05 22:08:18,41922.7289,ask
1558710,0.08335119,2017-12-05 22:08:19,41990.9998,bid
1558711,0.16697386,2017-12-05 22:09:33,41922.7289,ask
1558712,0.02385341,2017-12-05 22:10:13,41922.7289,ask
1558713,0.01979723,2017-12-05 22:10:15,41922.7289,ask
